0000200040010003;3412213443211243
0000030230000240;2134431234211243
0003042000000104;1243342143122134
0003104000002001;4213134231242431
0000013000004002;3421213412434312
1020000103000002;1423324123144132
0200130000010020;4213134224313124
0030020400004100;1432321423414123
3200000004020040;3214412314322341
0000300200000410;4231314213242413
0020000432000100;1423231432414132
0012000004000130;4312124334212134
1000003002000004;1342243142133124
0300200100000104;1342243142133124
3010020000000140;3412123443212143
1000004030000020;1432234132144123
0040300000102000;1243342143122134
0340000004300010;2341412314323214
0300200100003020;1342243142133124
0000010200004201;2413314213244231
0000003410003020;4312213412433421
3000001000020400;3124421313422431
0000201000000403;4132231432411423
2004000040300200;2314142341323241
0040300000201000;2143341243211234
0000030400002010;4231132431422413
0040100000020300;3241142341322314
1200400000030020;1234431221433421
0100401004000003;2134431234211243
0003040001000002;1243342121344312
0004402000020300;3214412314322341
3004000040030001;3214143241232341
2000030000310040;2413132442313142
0002023040000100;3412123443212143
0000200004030010;4132234114233214
1040000003100004;1243342143122134
0000023000000324;3142423124131324
0000000404300200;4123231414323241
0001000030002030;4321124334122134
0210030000000024;4213134224313124
0000102330010000;2314142332414132
4000010000020401;4213312413422431
0000204000040320;3412214312344321
2300400000030040;2314413214233241
0300012000010000;2314412332411432
0100204000000430;4123234132141432
0020000120104000;1423324123144132
0020043030000000;1324243131424213
0403020000140000;1423324123144132
0002003020004001;3412123421434321
0030400001000020;1234431221433421
2300000010020010;2341412314323214
0000100002400020;2314143232414123
0400201001300000;1423231441323241
0402004032000000;1432234132144123
3200400000400002;3214412323411432
0300104000300001;4312124321343421
0000340000201030;2143341243211234
0203010000420000;4213312413422431
1040000020000310;1243342121344312
2000000130000004;2143432134121234
0000020330400000;1324421331422431
0300004002000010;4321214312343412
0430000020010000;1432321423414123
2000003001000004;2341143241233214
4000001030000020;4132231432411423
1200000004020040;1234432134122143
0010300000204000;2413314213244231
0004300000010140;1234341243212143
0002400300003004;1342421324313124
4001300000240000;4231314213242413
0030300201004000;1234341221434321
4030000032400000;4132231432411423
0000100002400003;2314143232414123
0000210000030401;4312213412433421
0004002002014000;2314142332414132
0300002004300004;2341412314323214
0304000214000000;2314413214233241
0004020000103000;1324423124133142
0240003004200000;3241413214232314
4000030004300020;4213134224313124
0000012030010000;2314412332411432
4030000002010000;4132231432411423
0300000000012003;4312123434212143
0000030100000123;1432234132144123
0000002304020340;3214412314322341
0040010000200300;3241413214232314
1000030000100043;1234432134122143
0040100002000030;2341142332144132
0001103030000040;4321123434122143
0020100001033000;4321123421433412
0203000000004010;1243342121344312
0200100000402010;4231132431422413
1004000200000400;1234431221433421
0001400300003004;2341412314323214
0023000010000340;4123321414322341
0020000030000401;1324421331422431
1000000301404000;1324241331424231
0012000001300400;4312124321343421
0004200001000030;1324241331424231
